ObsID,SID,Observer,Unit,Species,Count,Size.Class,Substrate,Overhead.Cover,Instream.Cover,Hydrology.Code,Water.Depth..m.,Est.Size,LWD..,Comments
1198,53,MM,215,RBT,5,IV,2,0,E,Pool,2,100,NA,
1199,53,MM,215,RBTS,1,IV,2,0,E,Pool,2,200,NA,
1200,53,MM,215,SASQ/HH,200,IV,2,0,E,Pool,2,150,NA,
1201,53,MM,215A,RBTS,1,V,5,1,C,Riffle,0.5,400,NA,
1202,53,MM,215,CHN,40,VI,5,3,A,Riffle,2,800,NA,
1203,53,KM,19,RBTS,1,V,5,0,A,Riffle,0.4,300,NA,
1204,53,KM,19,RBT,1,IV,5,0,A,Riffle,0.4,250,NA,
1205,53,KM,19,RBTS,1,V,4,0,B,Riffle,0.6,400,NA,
1208,53,TV,19,RBTS,1,V,5,3,A,Riffle,0.5,300,NA,
1209,53,TV,19,RBTS,1,V,5,3,A,Riffle,0.5,450,NA,
1211,53,TV,24,RBTC,1,VI,5,3,A,Riffle,1.5,500,NA,
1212,53,TV,19,CHN,1,VI,5,3,A,Riffle,0.5,800,NA,
1214,54,MM,33,RBTS,3,I,3,1,B,Glide Edgewater,NA,25,0,
1216,54,MM,33,RBTS,20,I,3,1,C,Glide Edgewater,NA,25,3001,
1217,54,MM,33,CHN,25,I,3,1,B,Glide Edgewater,NA,35,0,
1218,54,MM,33,CHN,5,I,3,1,C,Glide Edgewater,NA,45,3001,
6246,302,CJC,24,WAG,2,,NA,NA,,,NA,60,0,
6479,321,MI,426,CHN,1,,6,0,A,GM,0.4,35,0,
6499,325,AI,323A,SASU,2,,34,NA,,,NA,500,0,
6523,326,AI,33,CHN,80,,34,12,BCEF,Glide Edgewater,0.5,45,0,
6524,326,MI,33,SASQ/HH,1,,12,1,EF,Glide Edgewater,0.3,80,0,
6525,326,MI,33,CHN,10,,12,1,EF,Glide Edgewater,0.3,55,0,
6526,326,MI,33,CHN,3,,12,1,EF,Glide Edgewater,0.3,45,0,
6527,326,AI,33,SCP,1,,1,1,BE,Riffle Edgewater,0.4,45,0,
6528,326,AI,33,RBTS,1,,1,1,BE,Riffle Edgewater,0.4,30,0,
6529,326,AI,26,RBTS,1,,123,1,B,Glide Edgewater,0.3,45,0,additional fish under rootball (too dark)
6530,326,MI,26,SCP,1,,134,0,E,Riffle Edgewater,0.5,85,0,
6531,326,AI,26,CHN,1,,23,0,A,Riffle Edgewater,0.3,45,0,
6532,326,AI,26,CHN,70,,23,1,E,Riffle Edgewater,0.3,40,0,
6533,326,,,,NA,,NA,NA,,,NA,NA,0,
6534,326,,,,NA,,NA,NA,,,NA,NA,0,
6535,326,,,,NA,,NA,NA,,,NA,NA,0,
6536,318,CJC,26,CHN,50,,12,1,BE,Glide Edgewater,0.3,50,0,
6542,321,AI,424,NONE,0,,NA,NA,,,NA,NA,0,
6543,320,MI,450,NONE,0,,NA,NA,,,NA,NA,0,
6544,320,AI,450,NONE,NA,,NA,NA,,,NA,NA,0,
6545,319,MI,499,NONE,NA,,NA,NA,,,NA,NA,0,
6546,319,AI,502,NONE,NA,,NA,NA,,,NA,NA,0,
6547,314,AI,229,CHN,40,,123,1,BE,Glide Edgewater,0.3,40,0,
6549,327,MI,28,SASQ/HH,6,,45,0,0,Glide,1,300,0,
6550,328,KL,225,CHN,2,,24,0,E,Riffle Edgewater,0.3,60,0,
6551,328,KL,225,CHN,40,,24,0,E,Riffle Edgewater,0.3,45,0,
6175,300,CJC,33,CHN,750,I,134,12,BCDEF,Glide,0.6,40,0,
6176,300,MI,33,CHN,7,I,12,1,CEF,Glide,0.5,38,0,
6177,300,MI,33,CHN,100,I,12,12,EC,Glide,0.4,35,0,
6185,300,CJC,33,CHN,3600,I,1234,1,BCDEF,Glide,0.5,35,0,
6186,300,MI,33,CHN,100,I,23,1,BE,Glide,0.3,36,0,
6187,300,CJC,33,CHN,1000,I,23,1,B,Riffle,0.3,35,0,
6188,300,CJC,33,CHN,100,I,23,1,B,Riffle,0.3,45,0,
6189,300,CJC,26,CHN,1000,I,234,0,BE,Pool,0.3,35,0,JUST ABOVE CULVERT
6193,300,CJC,26,CHN,700,I,234,1,B,Glide,0.2,35,0,
6194,300,MI,26,CHN,50,I,234,1,B,Glide,0.2,35,0,
6196,300,CJC,26,CHN,3000,I,234,1,B,Riffle,0.3,35,0,
6197,300,CJC,26,CHN,15,I,234,1,B,Riffle,0.3,50,0,
6198,300,CJC,26,CHN,50,I,234,1,B,Riffle,0.3,45,0,
6199,300,MI,26,CHN,50,I,234,0,A,Riffle,0.3,45,0,
6200,300,MI,26,CHN,150,I,234,0,A,Riffle,0.3,35,0,
6201,300,CJC,26,SASU,6,II,234,0,A,Riffle,0.3,60,0,
6202,300,CJC,26,RBTS,1,I,234,0,A,Glide,0.3,30,0,
6203,300,MI,26,CHN,100,I,234,0,CE,Glide,0.3,40,0,
6207,300,CJC,26,RBTC,1,VI,234,0,CE,Glide,0.3,400,0,
6208,300,CJC,26,RBTS,5,I,234,0,CE,Glide,0.3,35,0,
6209,300,MI,26,CHN,1450,I,234,0,A,Glide,0.2,35,0,
6210,300,MI,26,CHN,50,I,234,0,A,Glide,0.2,40,0,
6211,300,CJC,26,CHN,2000,I,1234,1,BDEF,Glide,0.4,35,0,
6216,300,CJC,26,CHN,350,I,123,0,E,Glide,0.2,35,0,
6217,300,CJC,26,CHN,50,I,123,0,E,Glide,0.2,40,0,
6218,300,MI,26,CHN,150,I,1234,0,BE,Glide,0.2,35,0,
6219,300,CJC,26,CHN,4000,I,123,2,BE,Glide,0.2,35,0,
6220,300,CJC,26,CHN,500,I,123,2,BE,Glide,0.2,40,0,
6276,304,MI,98,SASU,4,,NA,NA,,,NA,350,0,
6291,307,MI,119,CHNF,1,,4,2,F,GM,1,35,0,
6184,300,MI,33,CHN,135,I,234,12,BCDE,Backwater,0.5,35,0,
6190,300,CJC,26,CHN,100,I,234,0,BE,Pool,0.3,45,0,JUST ABOVE CULVERT
6552,329,KL,268,,0,,NA,NA,,,NA,NA,0,NO FISH OBSERVED
6553,330,CJC,499,MIN,9,,12,1,BCDE,Glide Edgewater,0.5,15,0,
6554,330,AI,502,,0,,NA,NA,,,NA,NA,0,
6555,330,KL,499,SASQ/HH,1,,14,2,C,Glide Edgewater,1.3,500,0,
6556,330,KL,502,SCP,1,,3,0,E,Riffle Edgewater,0.4,50,0,
6557,331,CJC,486,CHN,5,,23,1,BDE,Riffle Edgewater,0.6,70,0,
6558,331,CJC,486,SASU,1,,34,0,C,Riffle,1,250,0,
6559,331,KL,487,SASU,1,,4,0,A,Riffle,0.5,250,0,
6560,331,MI,486,CHN,3,,34,0,A,Glide Edgewater,0.3,55,0,
6561,332,CJC,426,CHN,1,,34,1,BCD,Glide Edgewater,0.8,65,0,
6562,332,KL,424,CHN,1,,34,0,E,Glide Edgewater,0.3,59,0,
6563,333,MI,189,RBTS,1,,123,1,E,Glide Edgewater,0.3,25,0,
6569,333,CJC,185,CHN,12,,23,0,BE,Riffle Edgewater,0.3,55,0,
6570,333,CJC,185,RBTS,15,,23,0,BE,Riffle Edgewater,0.3,45,0,
6571,333,CJC,185,RBTS,20,,2,0,BE,Riffle Edgewater,0.2,30,0,
6572,333,CJC,185,RBTS,10,,23,1,BDE,Riffle Edgewater,0.4,40,0,
6577,333,CJC,189,RBTS,2,,2,1,BDE,Pool,0.1,25,0,POOL MARGIN
6195,300,MI,26,CHN,250,I,234,1,BD,Backwater,0.2,38,0,MI
6584,333,KL,189,CHN,50,,4,0,B,Riffle Edgewater,0.2,50,0,
6585,333,KL,189,CHN,10,,4,1,B,Riffle Edgewater,0.3,65,0,
6586,333,KL,189,CHN,20,,12,1,B,Riffle Edgewater,0.25,45,0,
6587,333,KL,189,CHN,5,,3,1,B,Riffle Edgewater,0.25,60,0,
6588,334,KL,210,CHN,1,,4,2,CF,Glide,0.4,65,0,
6589,334,MI,210,CHN,3,,34,1,CEF,Glide Edgewater,0.4,50,0,
6590,334,MI,210,CHN,3,,34,1,CEF,Glide Edgewater,0.4,65,0,
6591,334,MI,210,RBT,1,,34,0,A,Riffle,0.8,185,0,
6592,334,CJC,217,RBTS,1,,23,1,BDE,Riffle,0.2,45,0,
6593,334,CJC,217,CHN,15,,23,2,BE,Riffle,0.3,80,0,
6594,334,CJC,217,CHN,55,,23,2,BE,Riffle,0.3,50,0,
6595,334,CJC,217,CHN,32,,23,2,BE,Riffle,0.3,60,0,
6596,334,CJC,217,RBTS,3,,23,0,BE,Riffle,0.2,45,0,
6597,334,CJC,216,CHN,30,,34,0,E,Riffle,0.8,70,0,
6598,334,CJC,216,CHN,5,,34,0,E,Riffle,0.8,80,0,
6599,334,CJC,215B,CHN,30,,34,1,BCDE,Riffle Edgewater,0.7,45,0,
6600,334,CJC,215B,CHN,20,,34,1,BCDE,Riffle Edgewater,0.7,50,0,
6601,334,CJC,215B,CHN,15,,34,1,BCDE,Riffle Edgewater,0.7,70,0,
6602,334,CJC,215A,CHN,75,,123,1,BCDE,Riffle Edgewater,0.4,50,0,
6603,334,CJC,215A,CHN,25,,123,1,BCDE,Riffle Edgewater,0.5,75,0,
6604,334,CJC,215A,CHN,15,,123,1,BCDE,Riffle Edgewater,0.5,65,0,
6605,334,CJC,215A,RBTS,10,,123,1,BCDE,Riffle Edgewater,0.3,40,0,
6606,334,CJC,215A,SASQ/HH,2,,123,1,BCDE,Backwater,0.6,50,0,
6607,334,CJC,215A,TP,6,,123,1,BCDE,Backwater,0.6,45,0,
6608,335,MI,323A,RBTS,2,,34,0,A,Glide Edgewater,0.3,30,0,
6609,335,MI,323A,RBTS,1,,345,0,A,Glide,0.5,100,0,
6610,335,MI,323A,CHN,50,,234,1,CE,Glide Edgewater,0.4,70,0,
6611,335,MI,323A,CHN,50,,234,1,CE,Glide Edgewater,0.4,60,0,
6612,335,MI,323A,RBTS,2,,23,1,CEF,Glide Edgewater,0.7,28,0,
4,1,,26,CHN,28,I,NA,NA,,,NA,NA,NA,
5,1,,26,RBTS,167,II,NA,NA,,,NA,NA,NA,
7,1,"RK,BW,KW",33,RBTS,93,I,NA,NA,,,NA,NA,NA,
9,1,,33,RBTS,4,III,NA,NA,,,NA,NA,NA,
12,1,,33,CHN,180,II,NA,NA,,,NA,NA,NA,
15,1,,29,RBTS,6,III,NA,NA,,,NA,NA,NA,
16,1,"RK,BW,KW",29A,RBTS,25,I,NA,NA,,,NA,NA,NA,
20,1,,29,CHN,250,III,NA,NA,,,NA,NA,NA,
537,22,ND,32,CHN,10000,I,NA,NA,,,NA,NA,NA,
539,22,PH,23,CHN,1225,I,NA,NA,,,NA,NA,NA,
540,22,PH,29,CHN,925,I,NA,NA,,,NA,NA,NA,
541,22,PH,29,RBT,24,I,NA,NA,,,NA,NA,NA,
543,22,PH,29A,CHN,975,I,NA,NA,,,NA,NA,NA,
544,22,KH,19,CHN,800,I,NA,NA,,,NA,NA,NA,
546,22,KH,30,RBTS,2,VI,NA,NA,,,NA,508,NA,
548,23,ND,178,NONE,NA,,NA,NA,,,NA,NA,NA,
550,23,ND,192,NONE,NA,,NA,NA,,,NA,NA,NA,
551,23,ND,191,NONE,NA,,NA,NA,,,NA,NA,NA,
553,23,ND,297,NONE,NA,,NA,NA,,,NA,NA,NA,
554,23,ND,306,NONE,NA,,NA,NA,,,NA,NA,NA,
556,23,TV,299,NONE,NA,,NA,NA,,,NA,NA,NA,
557,23,TV,329B,NONE,NA,,NA,NA,,,NA,NA,NA,
558,23,TV,335,NONE,NA,,NA,NA,,,NA,NA,NA,
560,23,ND,331,NONE,NA,,NA,NA,,,NA,NA,NA,
561,23,ND,323A,NONE,NA,,NA,NA,,,NA,NA,NA,
563,23,ND,330,NONE,NA,,NA,NA,,,NA,NA,NA,
565,23,TV,334,NONE,NA,,NA,NA,,,NA,NA,NA,
567,24,KH,98,NONE,NA,,NA,NA,,,NA,NA,NA,
568,24,KH,102,NONE,NA,,NA,NA,,,NA,NA,NA,
570,24,KH,108,NONE,NA,,NA,NA,,,NA,NA,NA,
574,24,ND,98,RBTS,3,III,NA,NA,,,NA,NA,NA,
575,24,ND,102,RBTS,1,IV,NA,NA,,,NA,125,NA,
577,24,ND,105,NONE,NA,,NA,NA,,,NA,NA,NA,
578,25,BK,197,NONE,NA,,NA,NA,,,NA,NA,NA,
580,25,BK,215A,NONE,NA,,NA,NA,,,NA,NA,NA,
581,25,BK,215,RBTS,2,IV,NA,NA,,,NA,250,NA,
583,25,DG,207,NONE,NA,,NA,NA,,,NA,NA,NA,
584,25,DG,216,NONE,NA,,NA,NA,,,NA,NA,NA,
585,25,DG,215,NONE,NA,,NA,NA,,,NA,NA,NA,
587,25,PH,210,RBTS,1,V,NA,NA,,,NA,325,NA,
588,25,PH,210,RBTS,2,IV,NA,NA,,,NA,200,NA,
590,25,PH,210,RBTS,1,V,NA,NA,,,NA,450,NA,
591,25,PH,210,RBTS,1,IV,NA,NA,,,NA,120,NA,
593,25,PH,210,RBTS,1,IV,NA,NA,,,NA,220,NA,
596,25,PH,217,RBTS,4,IV,NA,NA,,,NA,180,NA,
597,25,PH,217,RBTS,2,IV,NA,NA,,,NA,140,NA,
598,25,DG,215B,CHN,1,IV,NA,NA,,,NA,120,NA,
601,25,PH,226,NONE,NA,,NA,NA,,,NA,NA,NA,
603,25,PH,233,NONE,NA,,NA,NA,,,NA,NA,NA,
604,25,BK,228,NONE,NA,,NA,NA,,,NA,NA,NA,
605,25,TV,225,RBTS,1,V,NA,NA,,,NA,400,NA,
607,25,TV,226,NONE,NA,,NA,NA,,,NA,NA,NA,
608,25,DG,225,RBTS,1,IV,NA,NA,,,NA,225,NA,
610,25,PH,236,NONE,NA,,NA,NA,,,NA,NA,NA,
613,25,PH,269,NONE,NA,,NA,NA,,,NA,NA,NA,
614,25,BK,270,NONE,NA,,NA,NA,,,NA,NA,NA,
615,25,DG,271,CHN,1,III,NA,NA,,,NA,NA,NA,
617,25,BK,273B,NONE,NA,,NA,NA,,,NA,NA,NA,
618,25,PH,274B,NONE,NA,,NA,NA,,,NA,NA,NA,
620,25,DG,276,NONE,NA,,NA,NA,,,NA,NA,NA,
621,25,TV,278,NONE,NA,,NA,NA,,,NA,NA,NA,
622,25,PH,282,NONE,NA,,NA,NA,,,NA,NA,NA,
624,25,TV,284,NONE,NA,,NA,NA,,,NA,NA,NA,
625,25,PH,288,NONE,NA,,NA,NA,,,NA,NA,NA,
630,25,TV,296,NONE,NA,,NA,NA,,,NA,NA,NA,
631,25,BK/DG,303,NONE,NA,,NA,NA,,,NA,NA,NA,
632,25,TV,304,NONE,NA,,NA,NA,,,NA,NA,NA,
634,25,BK,309,RBT,1,IV,NA,NA,,,NA,250,NA,
635,25,PH,310,NONE,NA,,NA,NA,,,NA,NA,NA,
638,26,PH,166,RBTS,3,IV,NA,NA,,,NA,150,NA,
640,26,PH,172,RBTS,2,IV,NA,NA,,,NA,180,NA,
641,26,PH,172,RBTS,1,IV,NA,NA,,,NA,150,NA,
642,26,PH,172,RBTS,1,IV,NA,NA,,,NA,140,NA,
644,26,PH,170,RBTS,1,IV,NA,NA,,,NA,250,NA,
645,26,PH,170,RBTS,1,V,NA,NA,,,NA,350,NA,
647,26,PH,174,RBTS,2,IV,NA,NA,,,NA,150,NA,
649,26,KG,166,RBTS,1,IV,NA,NA,,,NA,200,NA,
651,26,KH,172,RBTS,1,IV,NA,NA,,,NA,150,NA,
655,26,KH,173,RBTS,3,IV,NA,NA,,,NA,150,NA,
656,26,KH,173,RBTS,6,IV,NA,NA,,,NA,125,NA,
658,26,KH,173,RBTS,1,IV,NA,NA,,,NA,140,NA,
659,26,KH,173,RBTS,1,VI,NA,NA,,,NA,540,NA,
660,26,KH,173,RBTS,1,V,NA,NA,,,NA,400,NA,
662,26,KH,173,RBTS,3,IV,NA,NA,,,NA,250,NA,
351,15,BK,185,RBTS,2,IV,NA,NA,,,NA,120,NA,
663,26,KG,171,NONE,NA,,NA,NA,,,NA,NA,NA,
666,26,KG,179,NONE,NA,,NA,NA,,,NA,NA,NA,
668,26,KG,189,RBTS,1,IV,NA,NA,,,NA,225,NA,
669,26,KG,189,RBTS,1,IV,NA,NA,,,NA,250,NA,
670,26,KG,189,RBTS,2,V,NA,NA,,,NA,320,NA,
672,26,KH,185,RBTS,3,IV,NA,NA,,,NA,125,NA,
673,26,KH,185,RBTS,1,VI,NA,NA,,,NA,560,NA,
675,26,KH,185,RBTS,2,V,NA,NA,,,NA,380,NA,
676,26,KH,185,RBTS,1,V,NA,NA,,,NA,305,NA,
677,27,KH,19,RBTS,1,IV,NA,NA,,,NA,250,NA,
680,27,KH,22,NONE,NA,,NA,NA,,,NA,NA,NA,
681,27,JR,19,NONE,NA,,NA,NA,,,NA,NA,NA,
682,27,JR,23,NONE,NA,,NA,NA,,,NA,NA,NA,
685,27,ND,19,RBTS,1,V,NA,NA,,,NA,300,NA,
687,27,JR,29A,NONE,NA,,NA,NA,,,NA,NA,NA,
690,27,KH,46,NONE,NA,,NA,NA,,,NA,NA,NA,
692,27,JR,39,NONE,NA,,NA,NA,,,NA,NA,NA,
693,27,JR,42,NONE,NA,,NA,NA,,,NA,NA,NA,
694,27,KH,59,NONE,NA,,NA,NA,,,NA,NA,NA,
696,27,JR,39,NONE,NA,,NA,NA,,,NA,NA,NA,
697,27,JR,42,NONE,NA,,NA,NA,,,NA,NA,NA,
699,27,TV,33,RBTS,50,III,NA,NA,,,NA,NA,NA,
700,27,TV,33,RBTS,4,IV,NA,NA,,,NA,NA,NA,
703,27,TV,26,RBTS,44,II,NA,NA,,,NA,NA,NA,
704,27,TV,26,RBTS,5,IV,NA,NA,,,NA,NA,NA,
706,28,ND,1,NONE,NA,,NA,NA,,,NA,NA,NA,
707,28,ND,5,NONE,NA,,NA,NA,,,NA,NA,NA,
709,28,TV,21,NONE,NA,,NA,NA,,,NA,NA,NA,
710,28,BK,10,NONE,NA,,NA,NA,,,NA,NA,NA,
711,28,BK,8,NONE,NA,,NA,NA,,,NA,NA,NA,
713,28,BK,31,RBT,2,V,NA,NA,,,NA,300,NA,
714,28,TV,30,RBTC,5,V,NA,NA,,,NA,300,NA,
717,28,BK,35,RBT,5,V,NA,NA,,,NA,350,NA,
718,28,ND,34,RBT,1,V,NA,NA,,,NA,400,NA,
719,28,BK,38,NONE,NA,,NA,NA,,,NA,NA,NA,
722,28,TV,6,NONE,NA,,NA,NA,,,NA,NA,NA,
723,28,KH,7,NONE,NA,,NA,NA,,,NA,NA,NA,
724,28,KH,9,NONE,NA,,NA,NA,,,NA,NA,NA,
728,28,BK,51,RBT,1,V,NA,NA,,,NA,300,NA,
731,28,ND,96,RBTC,1,V,NA,NA,,,NA,300,NA,
734,28,TV,121A,RBTS,10,III,NA,NA,,,NA,NA,NA,
735,28,TV,121A,RBTS,1,V,NA,NA,,,NA,475,NA,
736,28,TV,121A,RBTS,1,V,NA,NA,,,NA,350,NA,
389,16,ND,33,RBTS,15,II,NA,NA,,,NA,NA,NA,
6205,300,CJC,26,CHN,500,I,234,0,CE,Glide,0.3,35,0,
6614,335,CJC,323B,CHN,20,,23,0,E,Glide Edgewater,0.3,50,0,
6615,335,CJC,323B,CHN,9,,23,0,E,Glide Edgewater,0.3,70,0,
6616,335,CJC,323B,CHN,4,,3,2,E,Glide Edgewater,0.6,55,0,
6617,335,CJC,323B,RBTS,1,,23,0,E,Riffle Edgewater,0.4,35,0,
6618,335,CJC,323B,SASU,4,,NA,NA,,Riffle,1,250,0,
6619,335,CJC,323B,SASU,1,,NA,NA,,Riffle,1.2,350,0,
6620,336,CJC,97,,0,,NA,NA,,,NA,NA,0,
6621,336,CJC,96,,0,,NA,NA,,,NA,NA,0,
6622,336,KL,97,,0,,NA,NA,,,NA,NA,0,
6623,336,KL,96,,0,,NA,NA,,,NA,NA,0,
6624,336,MI,98,SCP,1,,145,0,A,Glide Edgewater,0.4,75,0,
6625,336,MI,98,SCP,1,,123,0,A,Glide Edgewater,0.3,45,0,
6626,336,MI,98,SCP,1,,234,1,A,Backwater,0.4,60,0,
6627,336,MI,98,SASQ/HH,1,,234,1,CEF,Backwater,0.6,70,0,FISH WAS DEAD
6628,337,MI,173,,0,,NA,NA,,,NA,NA,0,
6629,337,MI,174,,0,,NA,NA,,,NA,NA,0,
6630,337,CJC,173,RBTS,12,,34,1,BE,Riffle Edgewater,0.3,40,0,
6631,337,CJC,173,CHN,3,,34,1,BE,Riffle Edgewater,0.3,55,0,
6641,338,AI,103,RBTS,1,,34,0,A,Glide Edgewater,0.3,30,0,
6642,338,CJC,104,,0,,NA,NA,,,NA,NA,0,
6643,338,CJC,105,RBTS,7,,23,1,BCDE,Glide Edgewater,0.7,40,0,
6647,339,MI,499,SASU,2,,456,0,C,Backwater,1.2,350,0,
6206,300,CJC,26,CHN,100,I,234,0,CE,Glide,0.3,40,0,
6662,339,KL,502,SASU,1,,34,0,A,Backwater,1.5,350,0,
6663,339,KL,502,SASQ/HH,1,,3,0,A,Riffle Edgewater,1.5,200,0,
6664,339,KL,502,MIN,1500,,23,0,A,Backwater,0.1,15,0,
6665,339,KL,502,MIN,50,,23,0,A,Backwater,0.2,25,0,
6666,339,KL,502,MIN,3000,,3,0,A,Glide Edgewater,0.1,20,0,
6667,339,KL,502,MIN,100,,3,1,B,Glide Edgewater,0.3,35,0,
6668,340,KL,486,CHN,11,,34,1,C,Pool,0.4,70,0,
6669,340,MI,486,CHN,4,,345,0,A,Pool,0.4,70,0,
6671,340,MI,487,MIN,30000,,NA,NA,,,NA,15,0,
6672,341,KL,450,CHN,1,,4,0,A,Riffle Edgewater,0.3,50,0,
6684,342,KL,424,SCP,1,,34,0,A,Glide Edgewater,0.4,40,0,
6689,342,MI,426,BGS,2,,34,1,CE,Glide Edgewater,1,80,0,
6690,342,MI,426,SASQ/HH,1,,34,1,CE,Glide Edgewater,1,175,0,
6204,300,CJC,26,CHN,400,I,234,0,CE,Glide,0.3,35,0,
6691,342,MI,426,SASQ/HH,1,,123,1,CE,Glide Edgewater,1,100,0,
6692,342,MI,426,SMB,1,,15,0,C,Glide Edgewater,1,300,0,
6693,342,MI,426,MIN,500,,1,1,E,Glide Edgewater,0.7,15,0,
6694,342,MI,426,MIN,200,,1,0,A,Glide Edgewater,0.2,15,0,
6695,342,MI,426,CHN,4,,123,1,E,Backwater,0.4,70,0,
6696,342,MI,426,RBTS,1,,123,1,E,Backwater,0.4,40,0,
6697,342,MI,426,RBTS,2,,345,1,CE,Glide Edgewater,0.6,45,0,
6698,343,CJC,173,RBTS,25,,34,1,BE,Riffle Edgewater,0.3,30,0,
6699,343,CJC,173,RBTS,15,,34,1,BE,Riffle Edgewater,0.3,40,0,
6700,343,CJC,173,RBTS,12,,34,1,BE,Riffle Edgewater,0.3,50,0,
6701,343,CJC,173,CHN,20,,34,1,BE,Riffle Edgewater,0.3,55,0,
6702,343,CJC,173,MIN,35,,NA,NA,,,NA,15,0,
6703,343,CJC,169,RBTS,7,,34,0,BCD,Glide Edgewater,0.3,30,0,
6704,343,CJC,169,RBTS,10,,34,0,BCD,Glide Edgewater,0.3,40,0,
6708,343,CJC,169,SCP,1,,34,0,BCD,Glide Edgewater,0.3,70,0,
6709,343,CJC,169,CHN,40,,34,1,BCDE,Glide Edgewater,0.5,70,0,
6710,343,CJC,169,CHN,17,,34,1,BCDE,Glide Edgewater,0.5,80,0,
6711,343,CJC,169,CHN,15,,34,1,BCDE,Glide Edgewater,0.5,90,0,
6712,343,CJC,169,RBTS,25,,34,1,BCDE,Glide Edgewater,0.5,50,0,
6713,343,CJC,170,RBT,1,,34,0,A,Riffle,0.6,250,0,
6714,343,CJC,170,SASU,11,,34,0,A,Riffle,0.6,350,0,
6715,343,CJC,174,RBTS,14,,34,1,BCDE,Riffle Edgewater,0.5,35,0,
6716,343,CJC,174,RBTS,5,,34,1,BCDE,Riffle Edgewater,0.5,30,0,
6717,343,CJC,174,RBTS,12,,34,1,BCDE,Riffle Edgewater,0.5,50,0,
6718,343,CJC,174,CHN,13,,34,1,BCDE,Riffle Edgewater,0.5,55,0,
6719,343,CJC,174,RBTS,6,,34,2,BCDE,Riffle Edgewater,0.2,30,0,
6720,343,KL,175,CHN,5,,3,2,A,Riffle Edgewater,0.35,80,0,
6721,343,KL,175,CHN,7,,3,2,A,Riffle Edgewater,0.2,50,0,
6722,343,KL,175,RBTS,3,,34,2,BE,Riffle Edgewater,0.2,45,0,
6191,300,CJC,26,CHN,1700,I,234,0,BE,Glide,0.2,35,0,
6723,343,KL,175,CHN,25,,3,4,BE,Riffle Edgewater,0.25,55,0,
6724,343,KL,175,MIN,40,,3,4,BE,Backwater,0.2,15,0,
6725,343,KL,171,CHN,80,,3,2,BE,Riffle Edgewater,0.2,60,0,
6726,343,KL,171,CHN,10,,3,2,BE,Riffle Edgewater,0.2,70,0,
6727,343,KL,171,SASQ/HH,2,,3,2,BE,Riffle Edgewater,0.2,55,0,
6728,343,KL,171,CHN,5,,3,2,BE,Riffle Edgewater,0.2,85,0,
6729,343,KL,171,CHN,1,,4,1,BE,Backwater,0.1,70,0,
6730,343,KL,171,CHN,3,,23,1,A,Riffle Edgewater,0.2,63,0,
6731,343,KL,171,RBTS,10,,23,1,A,Riffle Edgewater,0.2,50,0,
6732,343,KL,171,CHN,25,,3,2,B,Backwater,0.25,50,0,
6733,343,KL,171,MIN,200,,3,1,B,Backwater,0.1,15,0,
6741,344,CJC,119,RBTS,8,,45,1,BDE,Glide Edgewater,0.5,40,0,NORMAL RIVER TEMP-13 DEG C
6742,344,CJC,119,RBTS,5,,45,1,BDE,Glide Edgewater,0.5,30,0,
6743,344,CJC,119,SASQ/HH,15,,45,1,BDE,Glide Edgewater,0.5,60,0,
6744,344,KL,119,CHN,68,,45,1,CEF,Glide Edgewater,0.4,68,0,
6745,344,KL,120,SASU,1,,4,0,A,Glide,2.6,500,0,
6746,345,CJC,103,RBTS,25,,14,0,BE,Backwater,0.2,30,0,
6747,345,CJC,103,SASQ/HH,15,,14,0,BE,Backwater,0.2,50,0,
6748,345,CJC,103,RBTS,12,,23,1,BCDE,Glide Edgewater,0.4,30,0,
6749,345,CJC,103,RBTS,5,,34,1,BCDE,Glide Edgewater,0.4,45,0,
6750,345,CJC,103,RBTS,1,,34,0,E,Glide Edgewater,0.4,45,0,
6751,345,CJC,103,SASU,1,,4,0,E,Glide Edgewater,0.8,300,0,
6752,345,CJC,104,SASU,78,,34,0,A,Glide,1.3,375,0,
6753,345,KL,105,RBTS,20,,14,1,BC,Glide Edgewater,0.2,40,0,
6754,345,KL,105,RBTS,45,,14,1,BC,Glide Edgewater,0.3,50,0,
6755,345,KL,105,RBTS,10,,14,1,BC,Glide Edgewater,0.4,65,0,
6192,300,CJC,26,CHN,50,I,234,1,BE,Glide,0.2,45,0,
6756,345,KL,105,RBTS,2,,14,1,BC,Glide Edgewater,0.1,40,0,
6757,345,KL,105,RBTS,20,,14,1,BC,Glide Edgewater,0.1,45,0,
6758,345,KL,105,RBTS,5,,14,1,BC,Glide Edgewater,0.3,60,0,
6759,345,KL,105,RBTS,5,,14,1,BC,Glide Edgewater,0.3,45,0,
6760,345,KL,105,RBTS,12,,34,1,BE,Riffle Edgewater,0.2,35,0,
6761,345,KL,104,SASU,8,,34,0,A,Glide,1.2,350,0,
6762,346,CJC,97,SASU,9,,45,0,A,Glide,1,350,0,
6763,346,CJC,96,RBTS,12,,123,1,BCDE,Glide Edgewater,0.3,30,0,
6773,346,KL,97,RBT,1,,45,0,A,Riffle,0.7,360,0,
6774,346,KL,98,RBTS,7,,4,0,A,Riffle Edgewater,0.2,40,0,
6775,346,KL,98,RBTS,3,,4,0,A,Riffle Edgewater,0.2,45,0,
