location,date,year,latitude,longitude,survey_method,redd_number,survey_week,number_of_fish_on_redd,percent_boulder_30cm,percent_large_16_30cm,percent_medium_6_15cm,percent_small_1_5cm,percent_fine_1cm,redd_width_m,redd_length_m,velocity_m_sec,water_depth_m
Moe's Side Channel,2024-10-24,2024,39.51608654,-121.55862437,ground,84,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.5160696,-121.55869369,ground,76,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.5160811,-121.55867185,ground,86,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51605037,-121.55886444,ground,65,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51599161,-121.55892235,ground,63,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51597005,-121.55918165,ground,45,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51599129,-121.55915992,ground,46,"LL, AS - 10/24/2024 - Clear - Week 6-1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51597956,-121.55914641,ground,47,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51598903,-121.55913329,ground,48,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51598179,-121.55911186,ground,49,"LL, AS - 10/24/2024 - Clear - Week 6-1",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51598813,-121.55908557,ground,50,"LL, AS - 10/24/2024 - Clear - Week 6-1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51596542,-121.55908267,ground,51,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51596749,-121.55904636,ground,52,"LL, AS - 10/24/2024 - Clear - Week 6-1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51603578,-121.55887797,ground,64,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51601341,-121.55907305,ground,53,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51601553,-121.5589978,ground,55,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51600331,-121.55899164,ground,56,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51604393,-121.55899556,ground,57,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51605769,-121.55899172,ground,58,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51606232,-121.55899858,ground,59,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.5160527,-121.55894891,ground,60,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51604514,-121.55892036,ground,61,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,5,5,50,40,NA,2,2.1,0.189,0.4
Moe's Side Channel,2024-10-24,2024,39.51602774,-121.5589227,ground,62,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51602859,-121.55904619,ground,54,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51612095,-121.55708251,ground,173,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eye Riffle,2024-11-07,2024,39.45742469,-121.6140058,ground,24,"LL, PR - 11/7/2024 - Clear - Week 8-1",NA,NA,40,40,20,NA,1.7,2.5,1.003,0.38
Eye Riffle,2024-11-07,2024,39.4576054,-121.61375058,ground,21,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,15,30,35,20,NA,2.6,2,0.428,0.36
Eye Riffle,2024-11-07,2024,39.45760023,-121.61386373,ground,22,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,NA,10,60,30,NA,1.1,1.8,0.615,0.58
Eye Riffle,2024-11-07,2024,39.45753059,-121.61394025,ground,23,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,10,25,35,30,NA,2.9,3.1,0.872,0.5
Eye Side Channel,2024-11-07,2024,39.45809283,-121.61296899,ground,11,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,10,40,40,10,NA,5,3.9,0.425,0.52
Eye Side Channel,2024-11-07,2024,39.45813918,-121.61284051,ground,12,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,NA,5,65,30,NA,1.1,1.5,0.611,0.62
Eye Side Channel,2024-11-07,2024,39.45805025,-121.61280224,ground,14,"LL, PR - 11/7/2024 - Clear - Week 8-1",NA,5,20,55,20,NA,3.2,4.4,1.102,0.5
Eye Side Channel,2024-11-07,2024,39.45765574,-121.61290387,ground,15,"LL, PR - 11/7/2024 - Clear - Week 8-1",NA,NA,NA,55,20,25,1.1,1.6,0.195,0.22
Eye Side Channel,2024-11-07,2024,39.4573162,-121.6129088,ground,16,"LL, PR - 11/7/2024 - Clear - Week 8-1",NA,NA,NA,70,30,NA,3.1,4,1.467,0.5
Eye Side Channel,2024-11-07,2024,39.45722065,-121.61307017,ground,17,"LL, PR - 11/7/2024 - Clear - Week 8-1",NA,NA,5,70,25,NA,2.2,4.9,0.664,0.4
Eye Side Channel,2024-11-07,2024,39.45705298,-121.6131839,ground,19,"LL, PR - 11/7/2024 - Clear - Week 8-1",NA,NA,NA,60,40,NA,1.9,2.5,0.939,0.3
Eye Side Channel,2024-11-07,2024,39.45715111,-121.61318959,ground,20,"LL, PR - 11/7/2024 - Clear - Week 8-1",NA,NA,5,70,25,NA,2.3,2,0.506,0.32
Eye Side Channel,2024-11-07,2024,39.45819797,-121.61278861,ground,13,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,NA,25,25,25,25,2.9,5.9,0.325,0.6
Gateway Riffle,2024-11-07,2024,39.45603754,-121.62708787,ground,28,"LL, PR - 11/7/2024 - Clear - Week 8-1",2,NA,10,65,25,NA,2.1,4,0.28,0.48
Gateway Riffle,2024-11-07,2024,39.45594468,-121.62788249,ground,29,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,NA,NA,40,40,20,1.1,3.2,0.355,0.38
Gateway Riffle,2024-11-07,2024,39.45595777,-121.62789479,ground,30,"LL, PR - 11/7/2024 - Clear - Week 8-1",2,NA,NA,90,10,NA,1,1.9,0.344,0.36
Gateway Riffle,2024-11-07,2024,39.4561114,-121.62785941,ground,31,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,NA,5,70,25,NA,1.96,2.5,0.426,0.32
Gateway Riffle,2024-11-07,2024,39.45612641,-121.62799838,ground,32,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,NA,NA,60,15,25,2.4,3.8,0.701,0.26
Gateway Riffle,2024-11-07,2024,39.45611015,-121.62801574,ground,33,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,NA,5,45,25,25,2.6,3.9,0.486,0.36
Gateway Riffle,2024-11-07,2024,39.45617295,-121.62816767,ground,34,"LL, PR - 11/7/2024 - Clear - Week 8-1",2,NA,20,40,35,5,3.6,4.2,0.877,0.2
Gateway Riffle,2024-11-07,2024,39.45602362,-121.62709474,ground,27,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,NA,25,45,25,5,2,3,0.242,0.38
Gateway Riffle,2024-11-07,2024,39.45615044,-121.62740764,ground,26,"LL, PR - 11/7/2024 - Clear - Week 8-1",NA,NA,NA,80,20,NA,1,1.5,0.454,0.4
Gateway Riffle,2024-11-07,2024,39.45659248,-121.62560879,ground,25,"LL, PR - 11/7/2024 - Clear - Week 8-1",NA,NA,NA,70,30,NA,3,3.6,0.588,0.9
Gateway Riffle,2024-11-07,2024,39.45708632,-121.61314324,ground,18,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,NA,NA,80,20,NA,2,2.1,1.156,0.5
Trailer Park,2024-11-07,2024,39.49698681,-121.57911617,ground,35,"LL, PR - 11/7/2024 - Clear - Week 8-1",NA,NA,5,65,30,NA,2.5,2.4,0.106,0.34
Trailer Park,2024-11-07,2024,39.4970501,-121.57894435,ground,36,"LL, PR - 11/7/2024 - Clear - Week 8-1",NA,NA,NA,80,20,NA,2.4,3.9,0.092,0.36
Trailer Park,2024-11-07,2024,39.49707463,-121.57892127,ground,37,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,NA,10,40,35,15,3.5,3.8,0.152,0.44
Trailer Park,2024-11-07,2024,39.49705738,-121.57886281,ground,38,"LL, PR - 11/7/2024 - Clear - Week 8-1",NA,NA,NA,60,40,NA,2.1,3.1,0.28,0.058
Trailer Park,2024-11-07,2024,39.49701058,-121.57876846,ground,39,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,NA,NA,25,60,15,2.5,3.8,0.746,0.16
Trailer Park,2024-11-07,2024,39.49700008,-121.57879535,ground,40,"LL, PR - 11/7/2024 - Clear - Week 8-1",NA,NA,NA,60,40,NA,1.8,1.7,0.764,0.16
Trailer Park,2024-11-07,2024,39.49704517,-121.57874622,ground,41,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,NA,NA,50,50,NA,2.2,2.8,1.152,0.32
Trailer Park,2024-11-07,2024,39.4971078,-121.57878336,ground,42,"LL, PR - 11/7/2024 - Clear - Week 8-1",2,NA,NA,60,40,NA,1.9,2.3,0.52,0.64
Trailer Park,2024-11-07,2024,39.4970988,-121.57881517,ground,43,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,NA,NA,50,35,15,3.1,2.8,0.391,0.72
Trailer Park,2024-11-07,2024,39.49713015,-121.57889407,ground,44,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,NA,5,45,35,15,2.8,3.7,0.208,0.66
Trailer Park,2024-11-07,2024,39.49722262,-121.57884245,ground,45,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,NA,NA,60,30,10,3,3.4,0.207,0.84
Trailer Park,2024-11-07,2024,39.4971775,-121.57881736,ground,46,"LL, PR - 11/7/2024 - Clear - Week 8-1",2,NA,NA,55,30,15,1.6,2.2,0.348,0.78
Trailer Park,2024-11-07,2024,39.49722349,-121.57879722,ground,47,"LL, PR - 11/7/2024 - Clear - Week 8-1",NA,NA,NA,75,15,10,3,3.6,0.47,1.2
Trailer Park,2024-11-07,2024,39.49720799,-121.57872416,ground,48,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,NA,NA,45,35,20,2.7,4.1,0.178,0.98
Trailer Park,2024-11-07,2024,39.49724739,-121.57864864,ground,49,"LL, PR - 11/7/2024 - Clear - Week 8-1",NA,NA,NA,60,35,5,2.4,3.6,0.232,0.7
Trailer Park,2024-11-07,2024,39.49720291,-121.57865313,ground,50,"LL, PR - 11/7/2024 - Clear - Week 8-1",3,NA,20,40,35,5,2.8,2.8,0.407,0.42
Weir Riffle,2024-11-07,2024,39.46094662,-121.60915603,ground,1,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,20,30,30,20,NA,3.7,4.3,0.634,0.36
Weir Riffle,2024-11-07,2024,39.46097156,-121.60915573,ground,2,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,15,25,40,20,NA,2.8,4.5,0.874,0.36
Weir Riffle,2024-11-07,2024,39.46097922,-121.60910184,ground,3,"LL, PR - 11/7/2024 - Clear - Week 8-1",2,5,15,60,15,5,3,3.5,0.873,0.46
Weir Riffle,2024-11-07,2024,39.46095555,-121.6090239,ground,4,"LL, PR - 11/7/2024 - Clear - Week 8-1",2,5,20,60,15,NA,1.5,2,0.742,0.46
Weir Riffle,2024-11-07,2024,39.46097116,-121.60902008,ground,5,"LL, PR - 11/7/2024 - Clear - Week 8-1",2,25,25,45,5,NA,2.1,2.9,0.866,0.46
Weir Riffle,2024-11-07,2024,39.46094528,-121.60897923,ground,6,"LL, PR - 11/7/2024 - Clear - Week 8-1",2,5,15,45,35,NA,2.8,1.9,0.532,0.44
Weir Riffle,2024-11-07,2024,39.46091348,-121.6089639,ground,7,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,5,10,70,15,NA,2,2.4,0.429,0.32
Weir Riffle,2024-11-07,2024,39.46090982,-121.60900169,ground,8,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,5,15,45,35,NA,2.62,2.86,0.279,0.28
Weir Riffle,2024-11-07,2024,39.46102596,-121.60856955,ground,9,"LL, PR - 11/7/2024 - Clear - Week 8-1",2,NA,20,70,10,NA,2.8,2.1,0.607,0.48
Weir Riffle,2024-11-07,2024,39.46092426,-121.60901288,ground,10,"LL, PR - 11/7/2024 - Clear - Week 8-1",1,10,25,45,20,NA,2.1,2.9,0.693,0.28
Bedrock Riffle,2025-09-18,2025,39.51296998,-121.56978358,ground,10,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,10,40,50,NA,0.96,1.14,0.371,0.4
Bedrock Riffle,2025-09-18,2025,39.5127528,-121.56999054,ground,9,"ll, br - 9/18/2025 - Cloudy - 1-1",3,NA,20,40,40,NA,0.88,2.02,0.503,0.66
Bedrock Riffle,2025-09-18,2025,39.51293782,-121.56984873,ground,8,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,NA,50,50,NA,1.02,1.7,0.407,0.34
Bedrock Riffle,2025-09-18,2025,39.51293676,-121.56988444,ground,7,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,NA,40,60,NA,1,1.96,0.367,0.36
Bedrock Riffle,2025-09-18,2025,39.51282709,-121.5700979,ground,6,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,5,55,40,NA,0.98,1.18,0.357,0.46
Bedrock Riffle,2025-09-18,2025,39.51282181,-121.57014561,ground,5,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,10,55,35,NA,1.02,1.32,0.286,0.32
Bedrock Riffle,2025-09-18,2025,39.51283738,-121.57015329,ground,4,"ll, br - 9/18/2025 - Cloudy - 1-1",1,10,10,40,40,NA,0.94,1.62,0.331,0.3
Bedrock Riffle,2025-09-18,2025,39.51282036,-121.57040954,ground,3,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,NA,60,40,NA,1.1,2,0.362,0.3
Bedrock Riffle,2025-09-18,2025,39.5127929,-121.57050551,ground,2,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,15,70,15,NA,0.96,1.2,0.347,0.38
Bedrock Riffle,2025-09-18,2025,39.512782,-121.57049245,ground,1,"ll, br - 9/18/2025 - Cloudy - 1-1",NA,NA,NA,60,40,NA,0.72,1.1,0.245,0.32
Below Lower Auditorium,2025-09-18,2025,39.51531585,-121.56122578,ground,12,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,NA,70,30,NA,0.98,2.14,0.489,0.9
Below Lower Auditorium,2025-09-18,2025,39.51543604,-121.561246,ground,11,"ll, br - 9/18/2025 - Cloudy - 1-1",NA,NA,NA,70,30,NA,0.88,1.04,0.289,0.36
Hatchery Riffle,2025-09-18,2025,39.51595624,-121.55459595,ground,72,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,NA,90,10,NA,0.98,1.72,0.875,0.46
Hatchery Riffle,2025-09-18,2025,39.51592686,-121.5547006,ground,71,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,15,65,20,NA,1.14,1.88,0.767,0.5
Hatchery Riffle,2025-09-18,2025,39.51593224,-121.55456792,ground,73,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,NA,70,30,NA,1.06,1.58,1.005,0.46
Hatchery Riffle,2025-09-18,2025,39.51596939,-121.55455857,ground,74,"ll, br - 9/18/2025 - Cloudy - 1-1",NA,NA,10,60,30,NA,1.12,1.52,1.097,0.4
Hatchery Riffle,2025-09-18,2025,39.51603151,-121.5543599,ground,76,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,40,40,20,NA,1.26,2.14,0.304,0.44
Hatchery Riffle,2025-09-18,2025,39.51607937,-121.5543721,ground,75,"ll, br - 9/18/2025 - Cloudy - 1-1",1,10,25,45,20,NA,1.3,1.82,0.563,0.22
Hatchery Riffle,2025-09-18,2025,39.51596196,-121.55430731,ground,80,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,10,60,30,NA,1.5,2.88,0.675,0.46
Hatchery Riffle,2025-09-18,2025,39.51592988,-121.55439594,ground,79,"ll, br - 9/18/2025 - Cloudy - 1-1",5,NA,25,50,25,NA,1.62,2.94,0.621,0.68
Hatchery Riffle,2025-09-18,2025,39.51600687,-121.55439304,ground,78,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,15,60,25,NA,1,1.36,0.778,0.38
Hatchery Riffle,2025-09-18,2025,39.51601199,-121.5543439,ground,77,"ll, br - 9/18/2025 - Cloudy - 1-1",NA,NA,20,50,30,NA,1.18,1.88,0.636,0.38
Lower Auditorium,2025-09-18,2025,39.5155657,-121.56065699,ground,25,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,NA,50,50,NA,1.22,1.76,0.474,0.22
Lower Auditorium,2025-09-18,2025,39.51545639,-121.56058984,ground,21,"ll, br - 9/18/2025 - Cloudy - 1-1",4,NA,NA,30,70,NA,0.96,1.24,0.513,0.4
Lower Auditorium,2025-09-18,2025,39.51523233,-121.56067739,ground,19,"ll, br - 9/18/2025 - Cloudy - 1-1",NA,10,25,35,30,NA,1.28,2.48,0.936,0.66
Lower Auditorium,2025-09-18,2025,39.51522848,-121.56074759,ground,18,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,30,40,30,NA,1.26,2.1,1.144,0.58
Lower Auditorium,2025-09-18,2025,39.51541518,-121.56084884,ground,17,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,20,60,20,NA,1.18,3.02,0.417,0.78
Lower Auditorium,2025-09-18,2025,39.51543649,-121.56085941,ground,16,"ll, br - 9/18/2025 - Cloudy - 1-1",1,5,10,60,25,NA,1.58,2.2,0.668,0.72
Lower Auditorium,2025-09-18,2025,39.51560867,-121.56076762,ground,15,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,NA,25,75,NA,1.22,1.7,0.541,0.3
Lower Auditorium,2025-09-18,2025,39.51562041,-121.56079031,ground,14,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,NA,25,75,NA,0.92,1.18,0.458,0.22
Lower Auditorium,2025-09-18,2025,39.5155802,-121.56081382,ground,13,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,NA,70,30,NA,0.82,1.3,0.155,0.4
Lower Auditorium,2025-09-18,2025,39.5155278,-121.56053033,ground,22,"ll, br - 9/18/2025 - Cloudy - 1-1",4,NA,NA,80,20,NA,0.88,1.04,0.695,0.34
Lower Auditorium,2025-09-18,2025,39.51554338,-121.56052659,ground,23,"ll, br - 9/18/2025 - Cloudy - 1-1",5,NA,NA,85,15,NA,0.8,1.6,0.24,0.28
Lower Auditorium,2025-09-18,2025,39.5155062,-121.56060149,ground,24,"ll, br - 9/18/2025 - Cloudy - 1-1",3,NA,NA,70,30,NA,1,2.08,0.466,0.5
Lower Auditorium,2025-09-18,2025,39.51592809,-121.56055009,ground,30,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,NA,30,45,25,0.96,1.58,0.389,0.12
Lower Auditorium,2025-09-18,2025,39.51586481,-121.56072272,ground,29,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,5,70,20,5,1.2,1.46,0.313,0.16
Lower Auditorium,2025-09-18,2025,39.51572868,-121.56076182,ground,28,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,NA,20,80,NA,0.96,1.92,0.21,0.44
Lower Auditorium,2025-09-18,2025,39.51571729,-121.56076761,ground,27,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,NA,70,30,NA,1.02,1.62,0.186,0.42
Lower Auditorium,2025-09-18,2025,39.51561967,-121.56072375,ground,26,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,NA,40,60,NA,1.3,1.52,0.149,0.3
Lower Table Mountain,2025-09-18,2025,39.5152468,-121.56059943,ground,20,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,20,60,20,NA,1.52,2.12,0.711,0.7
Middle Auditorium,2025-09-18,2025,39.51569405,-121.55927107,ground,40,"ll, br - 9/18/2025 - Cloudy - 1-1",NA,10,10,30,50,NA,1.12,1.98,0.313,0.32
Middle Auditorium,2025-09-18,2025,39.51568254,-121.55928475,ground,39,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,NA,70,30,NA,1.08,1.6,0.203,0.42
Middle Auditorium,2025-09-18,2025,39.51563475,-121.55929261,ground,38,"ll, br - 9/18/2025 - Cloudy - 1-1",NA,NA,NA,50,50,NA,1.04,1.76,0.375,0.68
Middle Auditorium,2025-09-18,2025,39.51560154,-121.55929686,ground,37,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,10,70,20,NA,1.16,2.18,0.595,0.62
Middle Auditorium,2025-09-18,2025,39.51556204,-121.55938459,ground,35,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,20,40,40,NA,1.18,1.92,0.756,0.58
Middle Auditorium,2025-09-18,2025,39.5156582,-121.55934755,ground,34,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,NA,70,25,5,0.76,1.28,0.3,0.46
Middle Auditorium,2025-09-18,2025,39.51568054,-121.55938425,ground,33,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,10,40,40,10,1.4,2.16,0.197,0.36
Middle Auditorium,2025-09-18,2025,39.5156575,-121.55942172,ground,32,"ll, br - 9/18/2025 - Cloudy - 1-1",1,10,10,65,15,NA,1.18,1.62,0.332,0.4
Middle Auditorium,2025-09-18,2025,39.51565749,-121.55945858,ground,31,"ll, br - 9/18/2025 - Cloudy - 1-1",NA,5,15,60,20,NA,1.06,2,0.24,0.42
Middle Auditorium,2025-09-18,2025,39.51558249,-121.55929615,ground,36,"ll, br - 9/18/2025 - Cloudy - 1-1",NA,NA,5,75,20,NA,1.28,2.38,0.642,0.64
Moe's Side Channel,2025-09-18,2025,39.51606762,-121.55709659,ground,50,"ll, br - 9/18/2025 - Cloudy - 1-1",3,NA,20,50,30,NA,1.06,1.62,0.209,0.32
Moe's Side Channel,2025-09-18,2025,39.51611916,-121.55750605,ground,48,"ll, br - 9/18/2025 - Cloudy - 1-1",5,NA,NA,25,75,NA,1.02,1.14,0.335,0.14
Moe's Side Channel,2025-09-18,2025,39.51611047,-121.55763359,ground,47,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,NA,70,30,NA,0.96,1.46,0.28,0.16
Moe's Side Channel,2025-09-18,2025,39.51611606,-121.5576853,ground,46,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,NA,50,50,NA,1,1.34,0.562,0.1
Moe's Side Channel,2025-09-18,2025,39.51608027,-121.5585698,ground,45,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,NA,30,70,NA,1.8,1.92,0.178,0.32
Moe's Side Channel,2025-09-18,2025,39.51607703,-121.55860403,ground,44,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,NA,70,30,NA,0.84,1.72,0.317,0.24
Moe's Side Channel,2025-09-18,2025,39.51599241,-121.55898744,ground,43,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,NA,80,20,NA,0.88,1.1,0.22,0.3
Moe's Side Channel,2025-09-18,2025,39.51588822,-121.55936511,ground,42,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,NA,70,30,NA,0.6,1.14,0.539,0.28
Moe's Side Channel,2025-09-18,2025,39.51572513,-121.55960201,ground,41,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,NA,55,45,NA,1.1,1.58,0.094,0.22
Moe's Side Channel,2025-09-18,2025,39.51610913,-121.55746425,ground,49,"ll, br - 9/18/2025 - Cloudy - 1-1",5,NA,NA,50,50,NA,1.12,1.5,0.1,0.22
Top of Auditorium,2025-09-18,2025,39.51614575,-121.55697744,ground,52,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,NA,70,30,NA,1.02,1.84,0.231,0.3
Top of Auditorium,2025-09-18,2025,39.51631827,-121.55686165,ground,60,"ll, br - 9/18/2025 - Cloudy - 1-1",3,NA,NA,35,65,NA,1.2,2.18,0.504,0.1
Top of Auditorium,2025-09-18,2025,39.51627734,-121.55686642,ground,59,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,NA,25,75,NA,1.14,1.98,0.628,0.26
Top of Auditorium,2025-09-18,2025,39.51627765,-121.55692123,ground,58,"ll, br - 9/18/2025 - Cloudy - 1-1",3,NA,10,40,50,NA,1,1.52,0.444,0.28
Top of Auditorium,2025-09-18,2025,39.51623303,-121.55691011,ground,57,"ll, br - 9/18/2025 - Cloudy - 1-1",1,NA,NA,50,50,NA,1.12,1.4,0.532,0.16
Top of Auditorium,2025-09-18,2025,39.51621508,-121.55693599,ground,56,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,NA,70,30,NA,1.06,1.92,0.23,0.2
Top of Auditorium,2025-09-18,2025,39.51620799,-121.55699189,ground,55,"ll, br - 9/18/2025 - Cloudy - 1-1",3,NA,NA,30,70,NA,1.1,1.72,0.759,0.36
Top of Auditorium,2025-09-18,2025,39.5161836,-121.55701876,ground,54,"ll, br - 9/18/2025 - Cloudy - 1-1",3,NA,NA,55,45,NA,1.16,2.32,0.477,0.38
Top of Auditorium,2025-09-18,2025,39.5161648,-121.55698421,ground,53,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,NA,25,75,NA,0.96,1.98,0.294,0.26
Top of Auditorium,2025-09-18,2025,39.51614661,-121.55702662,ground,51,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,NA,55,45,NA,1.48,2.02,0.505,0.34
Trailer Park,2025-09-18,2025,39.49716514,-121.57879279,ground,98,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,10,75,10,5,1.6,2.92,0.25,0.76
Trailer Park,2025-09-18,2025,39.49718626,-121.57881056,ground,97,"ll, br - 9/18/2025 - Cloudy - 1-1",2,NA,NA,60,35,5,1.22,1.76,0.417,0.78
Trailer Park,2025-09-18,2025,39.4971862,-121.57883479,ground,96,"ll, br - 9/18/2025 - Cloudy - 1-1",3,NA,10,40,30,20,1.08,2.18,0.432,0.72
