micro_hab_data_tbl_id,p_dat_id,t_code,depth,velocity,percent_fine_substrate,percent_sand_substrate,percent_small_gravel_substrate,percent_large_gravel_substrate,percent_cobble_substrate,percent_boulder_substrate,percent_no_cover_inchannel,percent_small_woody_cover_inchannel,percent_large_woody_cover_inchannel,percent_submerged_aquatic_veg_inchannel,percent_undercut_bank,percent_no_cover_overhead,percent_cover_half_meter_overhead,percent_cover_more_than_half_meter_overhead,sur_turb,vel_clicks,adj_vel,fish_data_id,count,fl_mm,water_depth,dist_to_bottom,focal_velocity,av_vel,substrate,i_cov_code,o_cover_code_id,x_surf_turb,fish_in_tran,focal_clicks,adj_focal_vel,av_vel_clicks,adj_av_vel,species,location,date,water_temp,river_mile,flow,number_of_divers,reach_length,reach_width,channel_width,gps_coordinate,weather,channel_type,channel_geomorphic_unit
80,13,0.2,17,1.08,0,0,10,0,0,90,80,10,0,10,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
81,13,0.3,27,0.51,0,0,10,10,0,80,90,10,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
82,13,0.4,25,0.32,0,0,10,0,20,70,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
83,13,3.1,28,0,0,90,10,0,0,0,75,0,0,25,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
84,13,3.2,33,0.5,0,0,0,90,10,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
85,13,3.3,34,0.8,0,0,0,15,10,75,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
86,13,3.4,35,0.37,0,0,0,25,75,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
87,13,6.1,23,0,0,50,50,0,0,0,55,15,0,30,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
88,13,6.2,38,0.91,0,0,0,80,20,0,90,10,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
89,13,6.3,23,0.88,0,0,10,70,20,0,90,10,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
90,13,9.1,17,0,0,10,0,0,0,90,60,10,0,30,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
91,13,9.2,46,0.77,0,40,0,0,60,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
92,13,9.3,46,0.78,0,0,20,80,0,0,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
93,13,9.4,54,0.5,0,0,60,20,20,0,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
94,13,12.1,35,0,0,40,10,0,0,50,75,25,0,0,0,25,0,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
95,13,12.2,46,0.88,0,0,0,90,10,0,100,0,0,0,0,10,50,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
96,13,12.3,53,0.85,0,0,25,25,25,25,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
97,13,12.4,43,0.5,0,0,0,50,0,50,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
98,13,15.1,59,0.54,0,0,50,0,50,0,30,10,0,10,50,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
99,13,15.2,60,0.94,0,0,0,30,20,50,90,0,0,10,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
100,13,15.3,61,0.6,0,0,100,0,0,0,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
101,13,15.4,63,0.67,0,0,100,0,0,0,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
102,13,18.1,39,0,0,50,0,0,0,50,80,10,0,10,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
103,13,18.2,54,0.29,0,0,25,0,25,50,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
104,13,18.3,64,1.06,0,0,90,10,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
105,13,18.4,65,0.91,0,0,75,25,0,0,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
106,13,21.1,28,3.47,0,0,100,0,0,0,75,25,0,0,0,0,80,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
107,13,21.2,27,2.45,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle Edgewater
108,13,21.3,35,2.24,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle
109,13,21.4,42,2.55,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle
110,13,24.1,60,0.68,0,0,0,50,0,50,75,25,0,0,0,50,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle
111,13,24.2,62,2.21,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle
112,13,24.3,30,2.93,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle
113,13,24.4,25,3.97,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery riffle,2001-08-20,57,66.5,600,2,25,4,0,"n 39*30.950, w 21*33.212",Direct Sunlight,Mainchannel,Riffle
114,14,0.1,10,0.27,0,100,0,0,0,0,90,0,0,10,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
115,14,0.2,24,0.77,0,0,90,10,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
116,14,0.3,27,1,0,0,90,10,0,0,100,0,0,0,0,100,0,0,0,NA,NA,59,1,60,NA,0.039999999,1.98,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Steelhead trout (wild),Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle
117,14,0.4,20,1.98,0,75,0,25,0,0,90,0,0,10,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle
118,14,3.1,7,0,50,50,0,0,0,0,40,10,0,50,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
119,14,3.2,18,0.41,50,50,0,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
120,14,3.3,30,2.24,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle
121,14,3.4,20,1.32,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle
122,14,6.1,8,1.13,0,0,100,0,0,0,90,10,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
123,14,6.2,9,0.56,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
124,14,6.3,8,1.88,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
125,14,6.4,5,2.5,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
126,14,9.1,9,0.23,0,0,100,0,0,0,25,25,0,50,0,90,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
127,14,9.2,4,0.62,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
128,14,9.3,3,0.68,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
129,14,9.4,2,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
130,14,12.1,9,0,100,0,0,0,0,0,10,0,10,80,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
131,14,12.2,14,0.24,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
132,14,12.3,17,0.75,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
133,14,12.4,24,0.75,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,60,10,65,NA,0.039999999,0.75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Steelhead trout (wild),Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
133,14,12.4,24,0.75,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,61,7,80,NA,0.039999999,0.75,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Chinook salmon,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
134,14,15.1,7,0,0,90,10,0,0,0,75,25,0,0,0,50,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
135,14,15.2,12,0.68,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
136,14,15.3,9,1.5,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
137,14,15.4,11,2.08,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
138,14,18.1,2,0,50,0,50,0,0,0,20,0,0,80,0,80,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
139,14,18.2,3,0,50,0,50,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
140,14,18.3,6,0.24,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
141,14,18.4,20,1.27,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,62,3,50,NA,0.050000001,1.27,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Steelhead trout (wild),Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
141,14,18.4,20,1.27,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,63,1,80,NA,0.039999999,1.27,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Steelhead trout (wild),Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
142,14,21.1,21,0,25,0,75,0,0,0,100,0,0,0,0,70,30,0,0,NA,NA,64,1,45,NA,0.050000001,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Steelhead trout (wild),Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
143,14,21.2,16,0.27,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
144,14,21.3,12,0.44,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
145,14,21.4,11,0.47,0,25,75,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
146,14,24.1,8,0.6,0,75,25,0,0,0,90,10,0,0,0,50,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
147,14,24.2,9,0.47,0,50,50,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
148,14,24.3,18,0.8,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
149,14,24.4,17,1.06,0,0,100,0,0,0,90,10,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatchery ditch,2001-08-20,55,66.6,600,2,25,4,0,"N 39* 30.952,  W 21* 33.215",Direct Sunlight,Sidechannel,Riffle Edgewater
150,15,0.1,13,0.67,0,0,0,90,10,0,80,0,0,20,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-08-20,58,64,600,2,25,4,0,"N 39* 19.055, W 21*37.394",Direct Sunlight,Mainchannel,Riffle Edgewater
151,15,0.2,14,1.13,0,0,0,75,25,0,75,25,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-08-20,58,64,600,2,25,4,0,"N 39* 19.055, W 21*37.394",Direct Sunlight,Mainchannel,Riffle Edgewater
152,15,0.3,16,1.54,0,0,0,80,20,0,90,0,0,10,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-08-20,58,64,600,2,25,4,0,"N 39* 19.055, W 21*37.394",Direct Sunlight,Mainchannel,Riffle Edgewater
153,15,0.4,15,1.47,0,0,0,100,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trailer Park Riffle,2001-08-20,58,64,600,2,25,4,0,"N 39* 19.055, W 21*37.394",Direct Sunlight,Mainchannel,Riffle Edgewater
