observation_id,survey_id,unit,count,substrate,overhead_cover,instream_cover,channel_geomorphic_unit,depth,fork_length,species,run,clipped
1169,52,183,1,4,2,A,Pool,0.5,800,sacramento pikeminnow or hardhead,NA,NA
1170,52,176,5,5,0,B,Pool,2,750,sacramento pikeminnow or hardhead,NA,NA
1173,52,185,5,3,1,B,Riffle,0.25,50,sacramento pikeminnow or hardhead,NA,NA
1174,52,189,5,3,2,A,Riffle,0.5,180,o. mykiss,NA,FALSE
1175,52,189,1,2,2,NA,Pool,2,750,sacramento pikeminnow or hardhead,NA,NA
1176,52,185,1,3,3,A,Riffle,1,500,o. mykiss,NA,NA
1178,52,225,12,4,3,A,Riffle,0.7,800,chinook salmon,NA,NA
1179,52,226,6,5,0,A,Glide,1,850,chinook salmon,NA,NA
1180,52,228,50,2,1,B,Glide,0.2,50,sacramento pikeminnow or hardhead,NA,NA
1181,52,228,1,3,0,C,Pool,2,400,sacramento pikeminnow or hardhead,NA,NA
1182,52,221,1,4,0,A,Riffle,0.5,750,o. mykiss,NA,FALSE
1183,52,221,1,4,0,A,Riffle,NA,800,chinook salmon,NA,NA
1185,53,217,1,4,1,A,Riffle,0.25,175,o. mykiss,NA,FALSE
1186,53,217,200,3,1,E,Glide,0.25,70,sacramento pikeminnow or hardhead,NA,NA
1187,53,216,3,4,3,A,Riffle,0.75,275,o. mykiss,NA,FALSE
1188,53,216,1,4,0,A,Riffle,1,550,o. mykiss,NA,FALSE
1189,53,216,1,4,0,A,Riffle,1,600,o. mykiss,NA,NA
1190,53,216,1,5,3,A,Glide,3,650,chinook salmon,NA,NA
1191,53,215B,30,3,1,C,Glide,0.75,150,sacramento pikeminnow or hardhead,NA,NA
1192,53,215B,2,3,1,C,Glide,1.25,400,sacramento pikeminnow or hardhead,NA,NA
1193,53,200,2,3,0,A,Glide,2,300,o. mykiss,NA,FALSE
1194,53,200,1,3,0,A,Glide,2,475,o. mykiss,NA,FALSE
1195,53,210,1,4,3,A,Riffle,0.75,475,o. mykiss,NA,NA
1196,53,210,1,3,0,A,Glide,2,450,sacramento pikeminnow or hardhead,NA,NA
1197,53,215,3,3,1,NA,Glide,1,125,o. mykiss,NA,FALSE
1198,53,215,5,2,0,E,Pool,2,100,o. mykiss,NA,NA
1199,53,215,1,2,0,E,Pool,2,200,o. mykiss,NA,FALSE
1200,53,215,200,2,0,E,Pool,2,150,sacramento pikeminnow or hardhead,NA,NA
1201,53,215A,1,5,1,C,Riffle,0.5,400,o. mykiss,NA,FALSE
1202,53,215,40,5,3,A,Riffle,2,800,chinook salmon,NA,NA
1203,53,19,1,5,0,A,Riffle,0.4,300,o. mykiss,NA,FALSE
1204,53,19,1,5,0,A,Riffle,0.4,250,o. mykiss,NA,NA
1205,53,19,1,4,0,B,Riffle,0.6,400,o. mykiss,NA,FALSE
1208,53,19,1,5,3,A,Riffle,0.5,300,o. mykiss,NA,FALSE
1209,53,19,1,5,3,A,Riffle,0.5,450,o. mykiss,NA,FALSE
1211,53,24,1,5,3,A,Riffle,1.5,500,o. mykiss,NA,NA
1212,53,19,1,5,3,A,Riffle,0.5,800,chinook salmon,NA,NA
1214,54,33,3,3,1,B,Glide Margin,NA,25,o. mykiss,NA,FALSE
1216,54,33,20,3,1,C,Glide Margin,NA,25,o. mykiss,NA,FALSE
1217,54,33,25,3,1,B,Glide Margin,NA,35,chinook salmon,NA,NA
1218,54,33,5,3,1,C,Glide Margin,NA,45,chinook salmon,NA,NA
6246,302,24,2,NA,NA,NA,NA,NA,60,wakasagi,NA,NA
6479,321,426,1,6,0,A,Glide Margin,0.4,35,chinook salmon,NA,NA
6499,325,323A,2,34,NA,NA,NA,NA,500,sacramento sucker,NA,NA
6523,326,33,80,34,12,BCEF,Glide Margin,0.5,45,chinook salmon,NA,NA
6524,326,33,1,12,1,EF,Glide Margin,0.3,80,sacramento pikeminnow or hardhead,NA,NA
6525,326,33,10,12,1,EF,Glide Margin,0.3,55,chinook salmon,NA,NA
6526,326,33,3,12,1,EF,Glide Margin,0.3,45,chinook salmon,NA,NA
6527,326,33,1,1,1,BE,Riffle Margin,0.4,45,unidentified sculpin,NA,NA
6528,326,33,1,1,1,BE,Riffle Margin,0.4,30,o. mykiss,NA,FALSE
6529,326,26,1,123,1,B,Glide Margin,0.3,45,o. mykiss,NA,FALSE
6530,326,26,1,134,0,E,Riffle Margin,0.5,85,unidentified sculpin,NA,NA
6531,326,26,1,23,0,A,Riffle Margin,0.3,45,chinook salmon,NA,NA
6532,326,26,70,23,1,E,Riffle Margin,0.3,40,chinook salmon,NA,NA
6533,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6534,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6535,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6536,318,26,50,12,1,BE,Glide Margin,0.3,50,chinook salmon,NA,NA
6542,321,424,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
6543,320,450,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
6544,320,450,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
6545,319,499,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
6546,319,502,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
6547,314,229,40,123,1,BE,Glide Margin,0.3,40,chinook salmon,NA,NA
6549,327,28,6,45,0,A,Glide,1,300,sacramento pikeminnow or hardhead,NA,NA
6550,328,225,2,24,0,E,Riffle Margin,0.3,60,chinook salmon,NA,NA
6551,328,225,40,24,0,E,Riffle Margin,0.3,45,chinook salmon,NA,NA
6175,300,33,750,134,12,BCDEF,Glide,0.6,40,chinook salmon,NA,NA
6176,300,33,7,12,1,CEF,Glide,0.5,38,chinook salmon,NA,NA
6177,300,33,100,12,12,CE,Glide,0.4,35,chinook salmon,NA,NA
6185,300,33,3600,1234,1,BCDEF,Glide,0.5,35,chinook salmon,NA,NA
6186,300,33,100,23,1,BE,Glide,0.3,36,chinook salmon,NA,NA
6187,300,33,1000,23,1,B,Riffle,0.3,35,chinook salmon,NA,NA
6188,300,33,100,23,1,B,Riffle,0.3,45,chinook salmon,NA,NA
6189,300,26,1000,234,0,BE,Pool,0.3,35,chinook salmon,NA,NA
6193,300,26,700,234,1,B,Glide,0.2,35,chinook salmon,NA,NA
6194,300,26,50,234,1,B,Glide,0.2,35,chinook salmon,NA,NA
6196,300,26,3000,234,1,B,Riffle,0.3,35,chinook salmon,NA,NA
6197,300,26,15,234,1,B,Riffle,0.3,50,chinook salmon,NA,NA
6198,300,26,50,234,1,B,Riffle,0.3,45,chinook salmon,NA,NA
6199,300,26,50,234,0,A,Riffle,0.3,45,chinook salmon,NA,NA
6200,300,26,150,234,0,A,Riffle,0.3,35,chinook salmon,NA,NA
6201,300,26,6,234,0,A,Riffle,0.3,60,sacramento sucker,NA,NA
6202,300,26,1,234,0,A,Glide,0.3,30,o. mykiss,NA,FALSE
6203,300,26,100,234,0,CE,Glide,0.3,40,chinook salmon,NA,NA
6207,300,26,1,234,0,CE,Glide,0.3,400,o. mykiss,NA,NA
6208,300,26,5,234,0,CE,Glide,0.3,35,o. mykiss,NA,FALSE
6209,300,26,1450,234,0,A,Glide,0.2,35,chinook salmon,NA,NA
6210,300,26,50,234,0,A,Glide,0.2,40,chinook salmon,NA,NA
6211,300,26,2000,1234,1,BDEF,Glide,0.4,35,chinook salmon,NA,NA
6216,300,26,350,123,0,E,Glide,0.2,35,chinook salmon,NA,NA
6217,300,26,50,123,0,E,Glide,0.2,40,chinook salmon,NA,NA
6218,300,26,150,1234,0,BE,Glide,0.2,35,chinook salmon,NA,NA
6219,300,26,4000,123,2,BE,Glide,0.2,35,chinook salmon,NA,NA
6220,300,26,500,123,2,BE,Glide,0.2,40,chinook salmon,NA,NA
6276,304,98,4,NA,NA,NA,NA,NA,350,sacramento sucker,NA,NA
6291,307,119,1,4,2,F,Glide Margin,1,35,NA,NA,NA
6184,300,33,135,234,12,BCDE,Backwater,0.5,35,chinook salmon,NA,NA
6190,300,26,100,234,0,BE,Pool,0.3,45,chinook salmon,NA,NA
6552,329,268,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6553,330,499,9,12,1,BCDE,Glide Margin,0.5,15,unidentified cypriniform spp.,NA,NA
6554,330,502,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6555,330,499,1,14,2,C,Glide Margin,1.3,500,sacramento pikeminnow or hardhead,NA,NA
6556,330,502,1,3,0,E,Riffle Margin,0.4,50,unidentified sculpin,NA,NA
6557,331,486,5,23,1,BDE,Riffle Margin,0.6,70,chinook salmon,NA,NA
6558,331,486,1,34,0,C,Riffle,1,250,sacramento sucker,NA,NA
6559,331,487,1,4,0,A,Riffle,0.5,250,sacramento sucker,NA,NA
6560,331,486,3,34,0,A,Glide Margin,0.3,55,chinook salmon,NA,NA
6561,332,426,1,34,1,BCD,Glide Margin,0.8,65,chinook salmon,NA,NA
6562,332,424,1,34,0,E,Glide Margin,0.3,59,chinook salmon,NA,NA
6563,333,189,1,123,1,E,Glide Margin,0.3,25,o. mykiss,NA,FALSE
6569,333,185,12,23,0,BE,Riffle Margin,0.3,55,chinook salmon,NA,NA
6570,333,185,15,23,0,BE,Riffle Margin,0.3,45,o. mykiss,NA,FALSE
6571,333,185,20,2,0,BE,Riffle Margin,0.2,30,o. mykiss,NA,FALSE
6572,333,185,10,23,1,BDE,Riffle Margin,0.4,40,o. mykiss,NA,FALSE
6577,333,189,2,2,1,BDE,Pool,0.1,25,o. mykiss,NA,FALSE
6195,300,26,250,234,1,BD,Backwater,0.2,38,chinook salmon,NA,NA
6584,333,189,50,4,0,B,Riffle Margin,0.2,50,chinook salmon,NA,NA
6585,333,189,10,4,1,B,Riffle Margin,0.3,65,chinook salmon,NA,NA
6586,333,189,20,12,1,B,Riffle Margin,0.25,45,chinook salmon,NA,NA
6587,333,189,5,3,1,B,Riffle Margin,0.25,60,chinook salmon,NA,NA
6588,334,210,1,4,2,CF,Glide,0.4,65,chinook salmon,NA,NA
6589,334,210,3,34,1,CEF,Glide Margin,0.4,50,chinook salmon,NA,NA
6590,334,210,3,34,1,CEF,Glide Margin,0.4,65,chinook salmon,NA,NA
6591,334,210,1,34,0,A,Riffle,0.8,185,o. mykiss,NA,NA
6592,334,217,1,23,1,BDE,Riffle,0.2,45,o. mykiss,NA,FALSE
6593,334,217,15,23,2,BE,Riffle,0.3,80,chinook salmon,NA,NA
6594,334,217,55,23,2,BE,Riffle,0.3,50,chinook salmon,NA,NA
6595,334,217,32,23,2,BE,Riffle,0.3,60,chinook salmon,NA,NA
6596,334,217,3,23,0,BE,Riffle,0.2,45,o. mykiss,NA,FALSE
6597,334,216,30,34,0,E,Riffle,0.8,70,chinook salmon,NA,NA
6598,334,216,5,34,0,E,Riffle,0.8,80,chinook salmon,NA,NA
6599,334,215B,30,34,1,BCDE,Riffle Margin,0.7,45,chinook salmon,NA,NA
6600,334,215B,20,34,1,BCDE,Riffle Margin,0.7,50,chinook salmon,NA,NA
6601,334,215B,15,34,1,BCDE,Riffle Margin,0.7,70,chinook salmon,NA,NA
6602,334,215A,75,123,1,BCDE,Riffle Margin,0.4,50,chinook salmon,NA,NA
6603,334,215A,25,123,1,BCDE,Riffle Margin,0.5,75,chinook salmon,NA,NA
6604,334,215A,15,123,1,BCDE,Riffle Margin,0.5,65,chinook salmon,NA,NA
6605,334,215A,10,123,1,BCDE,Riffle Margin,0.3,40,o. mykiss,NA,FALSE
6606,334,215A,2,123,1,BCDE,Backwater,0.6,50,sacramento pikeminnow or hardhead,NA,NA
6607,334,215A,6,123,1,BCDE,Backwater,0.6,45,tule perch,NA,NA
6608,335,323A,2,34,0,A,Glide Margin,0.3,30,o. mykiss,NA,FALSE
6609,335,323A,1,345,0,A,Glide,0.5,100,o. mykiss,NA,FALSE
6610,335,323A,50,234,1,CE,Glide Margin,0.4,70,chinook salmon,NA,NA
6611,335,323A,50,234,1,CE,Glide Margin,0.4,60,chinook salmon,NA,NA
6612,335,323A,2,23,1,CEF,Glide Margin,0.7,28,o. mykiss,NA,FALSE
4,1,26,28,NA,NA,NA,NA,NA,NA,chinook salmon,NA,NA
5,1,26,167,NA,NA,NA,NA,NA,NA,o. mykiss,NA,FALSE
7,1,33,93,NA,NA,NA,NA,NA,NA,o. mykiss,NA,FALSE
9,1,33,4,NA,NA,NA,NA,NA,NA,o. mykiss,NA,FALSE
12,1,33,180,NA,NA,NA,NA,NA,NA,chinook salmon,NA,NA
15,1,29,6,NA,NA,NA,NA,NA,NA,o. mykiss,NA,FALSE
16,1,29A,25,NA,NA,NA,NA,NA,NA,o. mykiss,NA,FALSE
20,1,29,250,NA,NA,NA,NA,NA,NA,chinook salmon,NA,NA
537,22,32,10000,NA,NA,NA,NA,NA,NA,chinook salmon,NA,NA
539,22,23,1225,NA,NA,NA,NA,NA,NA,chinook salmon,NA,NA
540,22,29,925,NA,NA,NA,NA,NA,NA,chinook salmon,NA,NA
541,22,29,24,NA,NA,NA,NA,NA,NA,o. mykiss,NA,NA
543,22,29A,975,NA,NA,NA,NA,NA,NA,chinook salmon,NA,NA
544,22,19,800,NA,NA,NA,NA,NA,NA,chinook salmon,NA,NA
546,22,30,2,NA,NA,NA,NA,NA,508,o. mykiss,NA,FALSE
548,23,178,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
550,23,192,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
551,23,191,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
553,23,297,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
554,23,306,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
556,23,299,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
557,23,329,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
558,23,335,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
560,23,331,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
561,23,323A,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
563,23,330,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
565,23,334,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
567,24,98,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
568,24,102,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
570,24,108,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
574,24,98,3,NA,NA,NA,NA,NA,NA,o. mykiss,NA,FALSE
575,24,102,1,NA,NA,NA,NA,NA,125,o. mykiss,NA,FALSE
577,24,105,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
578,25,197,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
580,25,215A,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
581,25,215,2,NA,NA,NA,NA,NA,250,o. mykiss,NA,FALSE
583,25,207,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
584,25,216,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
585,25,215,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
587,25,210,1,NA,NA,NA,NA,NA,325,o. mykiss,NA,FALSE
588,25,210,2,NA,NA,NA,NA,NA,200,o. mykiss,NA,FALSE
590,25,210,1,NA,NA,NA,NA,NA,450,o. mykiss,NA,FALSE
591,25,210,1,NA,NA,NA,NA,NA,120,o. mykiss,NA,FALSE
593,25,210,1,NA,NA,NA,NA,NA,220,o. mykiss,NA,FALSE
596,25,217,4,NA,NA,NA,NA,NA,180,o. mykiss,NA,FALSE
597,25,217,2,NA,NA,NA,NA,NA,140,o. mykiss,NA,FALSE
598,25,215B,1,NA,NA,NA,NA,NA,120,chinook salmon,NA,NA
601,25,226,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
603,25,233,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
604,25,228,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
605,25,225,1,NA,NA,NA,NA,NA,400,o. mykiss,NA,FALSE
607,25,226,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
608,25,225,1,NA,NA,NA,NA,NA,225,o. mykiss,NA,FALSE
610,25,236,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
613,25,269,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
614,25,270,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
615,25,271,1,NA,NA,NA,NA,NA,NA,chinook salmon,NA,NA
617,25,273,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
618,25,274,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
620,25,276,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
621,25,278,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
622,25,282,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
624,25,284,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
625,25,288,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
630,25,296,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
631,25,303,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
632,25,304,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
634,25,309,1,NA,NA,NA,NA,NA,250,o. mykiss,NA,NA
635,25,310,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
638,26,166,3,NA,NA,NA,NA,NA,150,o. mykiss,NA,FALSE
640,26,172,2,NA,NA,NA,NA,NA,180,o. mykiss,NA,FALSE
641,26,172,1,NA,NA,NA,NA,NA,150,o. mykiss,NA,FALSE
642,26,172,1,NA,NA,NA,NA,NA,140,o. mykiss,NA,FALSE
644,26,170,1,NA,NA,NA,NA,NA,250,o. mykiss,NA,FALSE
645,26,170,1,NA,NA,NA,NA,NA,350,o. mykiss,NA,FALSE
647,26,174,2,NA,NA,NA,NA,NA,150,o. mykiss,NA,FALSE
649,26,166,1,NA,NA,NA,NA,NA,200,o. mykiss,NA,FALSE
651,26,172,1,NA,NA,NA,NA,NA,150,o. mykiss,NA,FALSE
655,26,173,3,NA,NA,NA,NA,NA,150,o. mykiss,NA,FALSE
656,26,173,6,NA,NA,NA,NA,NA,125,o. mykiss,NA,FALSE
658,26,173,1,NA,NA,NA,NA,NA,140,o. mykiss,NA,FALSE
659,26,173,1,NA,NA,NA,NA,NA,540,o. mykiss,NA,FALSE
660,26,173,1,NA,NA,NA,NA,NA,400,o. mykiss,NA,FALSE
662,26,173,3,NA,NA,NA,NA,NA,250,o. mykiss,NA,FALSE
351,15,185,2,NA,NA,NA,NA,NA,120,o. mykiss,NA,FALSE
663,26,171,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
666,26,179,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
668,26,189,1,NA,NA,NA,NA,NA,225,o. mykiss,NA,FALSE
669,26,189,1,NA,NA,NA,NA,NA,250,o. mykiss,NA,FALSE
670,26,189,2,NA,NA,NA,NA,NA,320,o. mykiss,NA,FALSE
672,26,185,3,NA,NA,NA,NA,NA,125,o. mykiss,NA,FALSE
673,26,185,1,NA,NA,NA,NA,NA,560,o. mykiss,NA,FALSE
675,26,185,2,NA,NA,NA,NA,NA,380,o. mykiss,NA,FALSE
676,26,185,1,NA,NA,NA,NA,NA,305,o. mykiss,NA,FALSE
677,27,19,1,NA,NA,NA,NA,NA,250,o. mykiss,NA,FALSE
680,27,22,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
681,27,19,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
682,27,23,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
685,27,19,1,NA,NA,NA,NA,NA,300,o. mykiss,NA,FALSE
687,27,29A,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
690,27,46,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
692,27,39,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
693,27,42,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
694,27,59,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
696,27,39,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
697,27,42,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
699,27,33,50,NA,NA,NA,NA,NA,NA,o. mykiss,NA,FALSE
700,27,33,4,NA,NA,NA,NA,NA,NA,o. mykiss,NA,FALSE
703,27,26,44,NA,NA,NA,NA,NA,NA,o. mykiss,NA,FALSE
704,27,26,5,NA,NA,NA,NA,NA,NA,o. mykiss,NA,FALSE
706,28,1,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
707,28,5,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
709,28,21,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
710,28,10,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
711,28,8,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
713,28,31,2,NA,NA,NA,NA,NA,300,o. mykiss,NA,NA
714,28,30,5,NA,NA,NA,NA,NA,300,o. mykiss,NA,NA
717,28,35,5,NA,NA,NA,NA,NA,350,o. mykiss,NA,NA
718,28,34,1,NA,NA,NA,NA,NA,400,o. mykiss,NA,NA
719,28,38,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
722,28,6,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
723,28,7,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
724,28,9,NA,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
728,28,51,1,NA,NA,NA,NA,NA,300,o. mykiss,NA,NA
731,28,96,1,NA,NA,NA,NA,NA,300,o. mykiss,NA,NA
734,28,121A,10,NA,NA,NA,NA,NA,NA,o. mykiss,NA,FALSE
735,28,121A,1,NA,NA,NA,NA,NA,475,o. mykiss,NA,FALSE
736,28,121A,1,NA,NA,NA,NA,NA,350,o. mykiss,NA,FALSE
389,16,33,15,NA,NA,NA,NA,NA,NA,o. mykiss,NA,FALSE
6205,300,26,500,234,0,CE,Glide,0.3,35,chinook salmon,NA,NA
6614,335,323B,20,23,0,E,Glide Margin,0.3,50,chinook salmon,NA,NA
6615,335,323B,9,23,0,E,Glide Margin,0.3,70,chinook salmon,NA,NA
6616,335,323B,4,3,2,E,Glide Margin,0.6,55,chinook salmon,NA,NA
6617,335,323B,1,23,0,E,Riffle Margin,0.4,35,o. mykiss,NA,FALSE
6618,335,323B,4,NA,NA,NA,Riffle,1,250,sacramento sucker,NA,NA
6619,335,323B,1,NA,NA,NA,Riffle,1.2,350,sacramento sucker,NA,NA
6620,336,97,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6621,336,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6622,336,97,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6623,336,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6624,336,98,1,145,0,A,Glide Margin,0.4,75,unidentified sculpin,NA,NA
6625,336,98,1,123,0,A,Glide Margin,0.3,45,unidentified sculpin,NA,NA
6626,336,98,1,234,1,A,Backwater,0.4,60,unidentified sculpin,NA,NA
6627,336,98,1,234,1,CEF,Backwater,0.6,70,sacramento pikeminnow or hardhead,NA,NA
6628,337,173,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6629,337,174,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6630,337,173,12,34,1,BE,Riffle Margin,0.3,40,o. mykiss,NA,FALSE
6631,337,173,3,34,1,BE,Riffle Margin,0.3,55,chinook salmon,NA,NA
6641,338,103,1,34,0,A,Glide Margin,0.3,30,o. mykiss,NA,FALSE
6642,338,104,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6643,338,105,7,23,1,BCDE,Glide Margin,0.7,40,o. mykiss,NA,FALSE
6647,339,499,2,456,0,C,Backwater,1.2,350,sacramento sucker,NA,NA
6206,300,26,100,234,0,CE,Glide,0.3,40,chinook salmon,NA,NA
6662,339,502,1,34,0,A,Backwater,1.5,350,sacramento sucker,NA,NA
6663,339,502,1,3,0,A,Riffle Margin,1.5,200,sacramento pikeminnow or hardhead,NA,NA
6664,339,502,1500,23,0,A,Backwater,0.1,15,unidentified cypriniform spp.,NA,NA
6665,339,502,50,23,0,A,Backwater,0.2,25,unidentified cypriniform spp.,NA,NA
6666,339,502,3000,3,0,A,Glide Margin,0.1,20,unidentified cypriniform spp.,NA,NA
6667,339,502,100,3,1,B,Glide Margin,0.3,35,unidentified cypriniform spp.,NA,NA
6668,340,486,11,34,1,C,Pool,0.4,70,chinook salmon,NA,NA
6669,340,486,4,345,0,A,Pool,0.4,70,chinook salmon,NA,NA
6671,340,487,30000,NA,NA,NA,NA,NA,15,unidentified cypriniform spp.,NA,NA
6672,341,450,1,4,0,A,Riffle Margin,0.3,50,chinook salmon,NA,NA
6684,342,424,1,34,0,A,Glide Margin,0.4,40,unidentified sculpin,NA,NA
6689,342,426,2,34,1,CE,Glide Margin,1,80,bluegill,NA,NA
6690,342,426,1,34,1,CE,Glide Margin,1,175,sacramento pikeminnow or hardhead,NA,NA
6204,300,26,400,234,0,CE,Glide,0.3,35,chinook salmon,NA,NA
6691,342,426,1,123,1,CE,Glide Margin,1,100,sacramento pikeminnow or hardhead,NA,NA
6692,342,426,1,15,0,C,Glide Margin,1,300,small mouth bass,NA,NA
6693,342,426,500,1,1,E,Glide Margin,0.7,15,unidentified cypriniform spp.,NA,NA
6694,342,426,200,1,0,A,Glide Margin,0.2,15,unidentified cypriniform spp.,NA,NA
6695,342,426,4,123,1,E,Backwater,0.4,70,chinook salmon,NA,NA
6696,342,426,1,123,1,E,Backwater,0.4,40,o. mykiss,NA,FALSE
6697,342,426,2,345,1,CE,Glide Margin,0.6,45,o. mykiss,NA,FALSE
6698,343,173,25,34,1,BE,Riffle Margin,0.3,30,o. mykiss,NA,FALSE
6699,343,173,15,34,1,BE,Riffle Margin,0.3,40,o. mykiss,NA,FALSE
6700,343,173,12,34,1,BE,Riffle Margin,0.3,50,o. mykiss,NA,FALSE
6701,343,173,20,34,1,BE,Riffle Margin,0.3,55,chinook salmon,NA,NA
6702,343,173,35,NA,NA,NA,NA,NA,15,unidentified cypriniform spp.,NA,NA
6703,343,169,7,34,0,BCD,Glide Margin,0.3,30,o. mykiss,NA,FALSE
6704,343,169,10,34,0,BCD,Glide Margin,0.3,40,o. mykiss,NA,FALSE
6708,343,169,1,34,0,BCD,Glide Margin,0.3,70,unidentified sculpin,NA,NA
6709,343,169,40,34,1,BCDE,Glide Margin,0.5,70,chinook salmon,NA,NA
6710,343,169,17,34,1,BCDE,Glide Margin,0.5,80,chinook salmon,NA,NA
6711,343,169,15,34,1,BCDE,Glide Margin,0.5,90,chinook salmon,NA,NA
6712,343,169,25,34,1,BCDE,Glide Margin,0.5,50,o. mykiss,NA,FALSE
6713,343,170,1,34,0,A,Riffle,0.6,250,o. mykiss,NA,NA
6714,343,170,11,34,0,A,Riffle,0.6,350,sacramento sucker,NA,NA
6715,343,174,14,34,1,BCDE,Riffle Margin,0.5,35,o. mykiss,NA,FALSE
6716,343,174,5,34,1,BCDE,Riffle Margin,0.5,30,o. mykiss,NA,FALSE
6717,343,174,12,34,1,BCDE,Riffle Margin,0.5,50,o. mykiss,NA,FALSE
6718,343,174,13,34,1,BCDE,Riffle Margin,0.5,55,chinook salmon,NA,NA
6719,343,174,6,34,2,BCDE,Riffle Margin,0.2,30,o. mykiss,NA,FALSE
6720,343,175,5,3,2,A,Riffle Margin,0.35,80,chinook salmon,NA,NA
6721,343,175,7,3,2,A,Riffle Margin,0.2,50,chinook salmon,NA,NA
